Crate,Quality
adler@1.0.2,0.8611111111111112
ahash@0.8.12,0.9976798143851509
aho-corasick@1.1.4,0.9977653631284916
allocator-api2@0.3.1,1
ansi_term@0.12.1,0.9943820224719101
anstream@0.6.21,0.9670828603859251
anstyle@1.0.13,0.99
anyhow@1.0.100,0.9711111111111111
arc-swap@1.7.1,0.9688888888888889
arrayvec@0.7.6,0.9932885906040269
async-channel@2.5.0,1
async-lock@3.4.1,0.9891745602165088
axum@0.8.7,0.9695652173913043
axum-core@0.5.5,1
backtrace@0.3.76,0.9954545454545455
base64@0.22.1,0.9868421052631579
base64ct@1.8.0,1
bincode@2.0.1,0.8585858585858586
bit-set@0.8.0,1
bit-vec@0.8.0,0.8558875219683656
bitflags@2.10.0,0.9498834498834499
bitvec@1.0.1,0.9807909604519774
brotli@8.0.2,0.9884488448844885
bstr@1.12.1,0.9854096520763187
bumpalo@3.19.0,0.9766407119021134
bytemuck@1.24.0,0.9521690767519466
byteorder@1.5.0,1
bytes@1.11.0,0.9977777777777778
cast@0.3.0,1
cc@1.2.47,1
cfg-if@1.0.4,1
chrono@0.4.42,0.9543937708565072
clang-sys@1.9.0,0.3917910447761194
clap@4.5.53,0.8742985409652076
clap_builder@4.5.53,0.6862745098039216
clap_derive@4.5.49,1
combine@4.6.7,0.9705093833780161
concurrent-queue@2.5.0,0.96045197740113
console@0.16.1,0.9446366782006921
core-foundation@0.10.1,0.9812138728323699
core-foundation-sys@0.8.7,0.9839857651245552
crc32fast@1.5.0,0.9966666666666667
criterion@0.7.0,0.8044692737430168
crossbeam-channel@0.5.15,0.9966666666666667
crossbeam-deque@0.8.6,1
crossbeam-epoch@0.9.18,0.8488372093023255
crossbeam-queue@0.3.12,0.9977728285077951
crossbeam-utils@0.8.21,0.9944320712694877
crunchy@0.2.4,0.7901234567901234
crypto-common@0.1.7,1
csv-core@0.1.13,1
darling@0.21.3,0.9958762886597938
data-encoding@2.9.0,1
der@0.8.0-rc.10,0.9368421052631579
digest@0.11.0-rc.4,1
displaydoc@0.2.5,1
either@1.15.0,0.9966517857142857
encoding_rs@0.8.35,0.9977777777777778
env_logger@0.11.8,0.9842312746386334
errno@0.3.14,1
event-listener@5.4.1,0.9935622317596566
fastrand@2.3.0,0.9888888888888889
fixedbitset@0.5.7,1
flate2@1.1.5,0.9194630872483222
fnv@1.0.7,1
foreign-types@0.5.0,0.9978448275862069
form_urlencoded@1.2.2,0.9807692307692307
futures@0.3.31,0.9544444444444444
futures-channel@0.3.31,0.9833333333333333
futures-core@0.3.31,0.9933333333333333
futures-executor@0.3.31,0.8977777777777778
futures-io@0.3.31,1
futures-lite@2.6.1,0.9988331388564761
futures-sink@0.3.31,0.8844444444444445
futures-task@0.3.31,0.9976525821596244
futures-util@0.3.31,0.9844444444444445
generic-array@1.3.5,0.9826388888888888
getrandom@0.3.4,0.9704142011834319
gimli@0.32.3,0.9528619528619529
h2@0.4.12,0.9826388888888888
half@2.7.1,0.9632183908045977
hashbrown@0.16.1,0.6997084548104956
hex@0.4.3,0.9888765294771968
http@1.4.0,0.9844155844155844
http-body-util@0.1.3,1
httparse@1.10.1,0.9942726231386025
humantime@2.3.0,0.9888888888888889
hyper@1.8.1,0.9847856154910097
hyper-rustls@0.27.7,0.8967032967032967
hyper-tls@0.6.0,0.9924242424242424
hyper-util@0.1.18,0.9461883408071748
iana-time-zone@0.1.64,0.9177820267686424
icu_provider@2.1.1,1
idna@1.1.0,0.9724517906336089
indexmap@2.12.1,1
instant@0.1.13,0.9233333333333333
ipnet@2.11.0,1
itertools@0.14.0,0.9665211062590975
js-sys@0.3.82,0.984304932735426
lazy_static@1.5.0,1
lazycell@1.3.0,1
libc@0.2.177,1
libm@0.2.15,0.9932885906040269
libz-sys@1.1.23,0.9797525309336333
linked-hash-map@0.5.6,1
lock_api@0.4.14,1
log@0.4.28,0.9977777777777778
lru@0.16.2,1
memchr@2.7.6,0.9944320712694877
memoffset@0.9.1,1
mime_guess@2.0.5,1
miniz_oxide@0.8.9,0.9688249400479616
mio@1.1.0,0.9369085173501577
multimap@0.10.1,0.9470338983050848
native-tls@0.2.14,0.9896670493685419
nix@0.30.1,0.7094594594594594
nom@8.0.0,0.9620253164556962
nu-ansi-term@0.50.3,1
num-integer@0.1.46,0.9988888888888889
num-iter@0.1.45,1
num-traits@0.2.19,0.9877777777777778
num_enum@0.7.5,0.9838523644752019
once_cell@1.21.3,0.9611111111111111
openssl@0.10.75,0.976457399103139
openssl-sys@0.9.111,1
opentelemetry@0.31.0,0.960880195599022
ordered-float@5.1.0,1
parking_lot@0.12.5,0.9732441471571907
parking_lot_core@0.9.12,0.7682926829268293
pem@3.0.6,0.9816625916870416
percent-encoding@2.3.2,0.9777777777777777
pest@2.8.4,0.996629213483146
pest_derive@2.8.4,0.9742152466367713
pest_meta@2.8.4,1
petgraph@0.8.3,0.8865784499054821
phf@0.13.1,0.9138755980861244
portable-atomic@1.11.1,0.9863945578231292
prettyplease@0.2.37,0.9955357142857143
proc-macro-error@1.0.4,0.9988864142538976
proc-macro2@1.0.103,0.97
prost@0.14.1,0.985781990521327
prost-types@0.14.1,1
quick-xml@0.38.4,0.9567233384853169
quote@1.0.42,0.9988888888888889
rayon@1.11.0,1
rayon-core@1.13.0,1
redox_syscall@0.5.18,1
regex@1.12.2,0.9666666666666667
regex-automata@0.4.13,0.888641425389755
regex-syntax@0.8.8,0.9977401129943503
reqwest@0.12.24,0.8113924050632911
ring@0.17.14,0.9965116279069768
rustc-demangle@0.1.26,1
rustc-hash@2.1.1,0.7732558139534884
rustix@1.1.2,0.8277153558052435
rustls@0.23.35,0.9752168525402726
rustls-pemfile@2.2.0,0.9705128205128205
rustls-pki-types@1.13.0,1
rustls-webpki@0.103.8,0.8993288590604027
ryu@1.0.20,0.9966666666666667
scopeguard@1.2.0,0.9988888888888889
security-framework@3.5.1,0.7017543859649122
security-framework-sys@2.15.0,1
semver@1.0.27,0.9921875
serde@1.0.228,0.97
serde_derive@1.0.228,1
serde_json@1.0.145,0.9933184855233853
serde_with@3.16.0,0.979498861047836
shlex@1.3.0,1
siphasher@1.0.1,1
slab@0.4.11,1
socket2@0.6.1,0.9691991786447639
spin@0.10.0,0.9366883116883117
stable_deref_trait@1.2.1,1
static_assertions@1.1.0,1
strum@0.27.2,0.9480314960629921
subtle@2.6.1,0.9933333333333333
syn@2.0.111,0.9354445797807551
sync_wrapper@1.0.2,1
synstructure@0.13.2,1
target-lexicon@0.13.3,1
tempfile@3.23.0,0.9988814317673378
textwrap@0.16.2,0.9671717171717171
thiserror@2.0.17,1
thread_local@1.1.9,1
time@0.3.44,0.971815107102593
tinystr@0.8.2,0.9571428571428572
tinyvec@1.10.0,0.9533333333333334
tokio@1.47.2,0.7824933687002652
tokio-native-tls@0.3.1,0.9944444444444445
tokio-rustls@0.26.4,0.9856209150326798
tokio-stream@0.1.17,0.9922222222222222
tokio-util@0.7.17,0.9466666666666667
toml@0.9.8,0.9653061224489796
toml_edit@0.23.7,0.9427549194991055
tonic@0.14.2,0.7847619047619048
tower@0.5.2,0.9278499278499278
tower-http@0.6.7,0.8164852255054432
tracing@0.1.42,0.9744444444444444
tracing-attributes@0.1.31,1
tracing-core@0.1.35,0.9921436588103255
tracing-log@0.2.0,1
tracing-serde@0.2.0,0.9826589595375722
tracing-subscriber@0.3.21,0.9488888888888889
tungstenite@0.28.0,0.9875776397515528
typenum@1.19.0,0.9788888888888889
ucd-trie@0.1.7,1
unicase@2.8.1,1
unicode-bidi@0.3.18,1
unicode-normalization@0.1.25,0.94
unicode-segmentation@1.12.0,1
unicode-width@0.2.2,0.9970544918998527
unicode-xid@0.2.6,1
url@2.5.7,0.9786036036036037
utf8parse@0.2.2,1
